category,tenor_years,bank,grr,spread,avg_lending_rate,average_apr,as_of,max_fees_total,fee_count,basis,source
sme,3,National Investment Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,OmniBSIC Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Prudential Bank Limited,10.03,6.84,16.87,20.19,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Republic Bank (Ghana) PLC,10.03,7.5,17.53,19.19,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Societe General Ghana PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Stanbic Bank Ghana Limited,10.03,3.57,13.6,13.76,2026-05-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Standard Chartered Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,United Bank for Africa (Ghana) Limited,10.03,8.71,18.74,19.84,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Universal Merchant Bank Limited,10.03,19.97,30.0,31.09,2026-05-31,1.25,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Zenith Bank (Ghana) Limited,10.03,5.74,15.77,18.17,2026-05-31,5.0,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Absa Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Access Bank Ghana Plc,10.03,6.3,16.33,16.34,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Agricultural Development Bank Limited,10.03,12.64,22.67,25.07,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Bank of Africa Ghana Limited,10.03,3.74,13.77,15.86,2026-05-31,4.21,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,CalBank PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Consolidated Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Ecobank Ghana Limited,10.03,2.44,12.47,13.97,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,First Bank Ghana Limited,10.03,7.9,17.93,18.69,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Fidelity Bank Ghana Limited,10.03,4.0,14.03,14.57,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,First Atlantic Bank Limited,10.03,5.0,15.03,15.72,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,First National Bank (Ghana) Limited,10.03,5.0,15.03,16.11,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,GCB Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Guaranty Trust Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,National Investment Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,OmniBSIC Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Prudential Bank Limited,10.03,4.62,14.65,15.61,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Republic Bank (Ghana) PLC,10.03,7.5,17.53,18.45,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Societe General Ghana PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Stanbic Bank Ghana Limited,10.03,5.0,15.03,15.07,2026-05-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Standard Chartered Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,United Bank for Africa (Ghana) Limited,10.03,9.83,19.86,20.46,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Universal Merchant Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,5,Zenith Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Absa Bank Ghana Limited,10.03,-2.81,7.22,7.62,2026-05-31,0.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Access Bank Ghana Plc,10.03,2.56,12.59,12.6,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Agricultural Development Bank,10.03,9.8,19.83,23.82,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Bank of Africa Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,CalBank PLC,10.03,3.0,13.03,14.13,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Consolidated Bank Ghana Limited,10.03,4.0,14.03,14.79,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Ecobank Ghana Limited,10.03,1.0,11.03,11.88,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,First Bank Ghana Limited,10.03,-0.5,9.53,13.99,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Fidelity Bank Ghana Limited,10.03,3.97,14.0,14.5,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,First Atlantic Bank Limited,10.03,1.68,11.71,15.36,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,First National Bank (Ghana) Limited,10.03,4.5,14.53,15.47,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,GCB Bank Limited,10.03,3.6,13.63,14.63,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Guaranty Trust Bank (Ghana) Limited,10.03,14.64,24.67,24.67,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,National Investment Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,OmniBSIC Bank Ghana Limited,10.03,2.37,12.4,13.35,2026-05-31,0.46,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Prudential Bank Limited,10.03,3.29,13.32,14.86,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Republic Bank (Ghana) PLC,10.03,3.49,13.52,17.05,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Societe General Ghana PLC,10.03,3.07,13.1,13.21,2026-05-31,0.4,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Stanbic Bank Ghana Limited,10.03,1.06,11.09,11.17,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Standard Chartered Bank (Ghana),10.03,-1.33,8.7,8.7,2026-05-31,2.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,United Bank for Africa (Ghana),10.03,0.74,10.77,14.32,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Universal Merchant Bank Limited,10.03,6.97,17.0,18.94,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,1,Zenith Bank (Ghana) Limited,10.03,1.46,11.49,13.28,2026-05-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Absa Bank Ghana Limited,10.03,-1.26,8.77,9.78,2026-05-31,0.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Access Bank Ghana Plc,10.03,4.5,14.53,14.53,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Agricultural Development Bank Limited,10.03,12.03,22.06,23.56,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Bank of Africa Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,CalBank PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Consolidated Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Ecobank Ghana Limited,10.03,1.35,11.38,12.23,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,First Bank Ghana Limited,10.03,1.25,11.28,12.73,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Fidelity Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,First Atlantic Bank Limited,10.03,2.53,12.56,12.86,2026-05-31,0.85,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,First National Bank (Ghana) Limited,10.03,1.35,11.38,11.99,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,GCB Bank Limited,10.03,3.6,13.63,13.96,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Guaranty Trust Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,National Investment Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,OmniBSIC Bank Ghana Limited,10.03,1.64,11.67,12.69,2026-05-31,0.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Prudential Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Republic Bank (Ghana) PLC,10.03,3.49,13.52,14.66,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Societe General Ghana PLC,10.03,3.05,13.08,13.13,2026-05-31,0.35,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Stanbic Bank Ghana Limited,10.03,2.0,12.03,12.08,2026-05-31,1.25,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Standard Chartered Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,United Bank for Africa (Ghana) Limited,10.03,0.0,10.03,11.21,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Universal Merchant Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,3,Zenith Bank (Ghana) Limited,10.03,4.46,14.49,15.65,2026-05-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Absa Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Access Bank Ghana Plc,10.03,8.65,18.68,18.68,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Agricultural Development Bank Limited,10.03,7.97,18.0,18.92,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Bank of Africa Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,CalBank PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Consolidated Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Ecobank Ghana Limited,10.03,2.28,12.31,13.16,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,First Bank Ghana Limited,10.03,3.0,13.03,13.84,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Fidelity Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,First Atlantic Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,First National Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,GCB Bank Limited,10.03,3.6,13.63,13.83,2026-05-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Guaranty Trust Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,National Investment Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,OmniBSIC Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Prudential Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Republic Bank (Ghana) PLC,10.03,3.49,13.52,14.16,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Societe General Ghana PLC,10.03,3.5,13.53,14.03,2026-05-31,0.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Stanbic Bank Ghana Limited,10.03,3.72,13.75,13.8,2026-05-31,1.85,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Standard Chartered Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,United Bank for Africa (Ghana) Limited,10.03,24.97,35.0,35.52,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Universal Merchant Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
corporate,5,Zenith Bank (Ghana) Limited,10.03,11.57,21.6,21.81,2026-05-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
