category,tenor_years,bank,grr,spread,avg_lending_rate,average_apr,as_of,max_fees_total,fee_count,basis,source
corporate,1,Republic Bank (Ghana) PLC,27.9,4.66,32.56,35.91,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Universal Merchant Bank Limited,27.9,6.1,34.0,36.02,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Guaranty Trust Bank (Ghana) Limited,27.9,7.32,35.22,37.32,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,United Bank for Africa (Ghana) Limited,27.9,6.29,34.19,37.53,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Agricultural Development Bank Limited,27.9,10.89,38.79,44.02,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Bank of Africa Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,National Investment Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Consolidated Bank Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Societe General Ghana PLC,27.9,-2.23,25.67,26.67,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,GCB Bank Limited,27.9,2.4,30.3,30.63,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,FBNBank (Ghana) Limited,27.9,1.5,29.4,30.67,2025-03-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,30.79,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Ecobank Ghana Limited,27.9,2.49,30.39,31.39,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Access Bank Ghana Plc,27.9,4.1,32.0,32.0,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Fidelity Bank Ghana Limited,27.9,4.41,32.31,33.1,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Republic Bank (Ghana) PLC,27.9,4.66,32.56,33.55,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,United Bank for Africa (Ghana) Limited,27.9,1.94,29.84,33.57,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Zenith Bank (Ghana) Limited,27.9,4.82,32.72,34.21,2025-03-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Consolidated Bank Ghana Limited,27.9,4.82,32.72,34.43,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Stanbic Bank Ghana Limited,27.9,5.76,33.66,37.05,2025-03-31,1.5,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Agricultural Development Bank Limited,27.9,0.0,37.96,41.89,2025-03-31,2.25,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Bank of Africa Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,National Investment Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,First Atlantic Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Guaranty Trust Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,First National Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Absa Bank Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Universal Merchant Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,3,Prudential Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Bank of Africa Ghana Limited,27.9,-6.9,21.0,22.69,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Zenith Bank (Ghana) Limited,27.9,0.27,28.17,29.29,2025-03-31,4.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,GCB Bank Limited,27.9,2.4,30.3,30.5,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Access Bank Ghana Plc,27.9,2.72,30.62,30.62,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,30.79,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,FBNBank (Ghana) Limited,27.9,3.0,30.9,31.57,2025-03-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Ecobank Ghana Limited,27.9,2.78,30.68,31.68,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Societe General Ghana PLC,27.9,3.94,31.84,32.84,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Republic Bank (Ghana) PLC,27.9,4.66,32.56,33.09,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,United Bank for Africa (Ghana) Limited,27.9,7.1,35.0,35.52,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Fidelity Bank Ghana Limited,27.9,6.55,34.45,37.32,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Stanbic Bank Ghana Limited,27.9,6.76,34.66,37.48,2025-03-31,1.5,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Agricultural Development Bank Limited,27.9,13.41,41.31,45.07,2025-03-31,2.25,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,National Investment Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,First Atlantic Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Guaranty Trust Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,First National Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Absa Bank Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Universal Merchant Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Prudential Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,5,Consolidated Bank Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Bank of Africa Ghana Limited,23.8,-13.8,10.0,20.22,2025-06-30,5.08,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Guaranty Trust Bank (Ghana) Limited,23.8,-3.8,20.0,23.72,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,First Atlantic Bank Limited,23.8,-1.55,22.25,24.21,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Republic Bank (Ghana) PLC,23.8,-4.0,19.8,24.99,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,GCB Bank Limited,23.8,-0.9,22.9,26.7,2025-06-30,3.8,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,United Bank for Africa (Ghana) Limited,23.8,-5.8,18.0,26.95,2025-06-30,3.68,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Access Bank Ghana Plc,23.8,4.2,28.0,28.03,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,CalBank PLC,23.8,2.0,25.8,28.2,2025-06-30,2.4,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Absa Bank Ghana Limited,23.8,2.16,25.96,29.34,2025-06-30,3.03,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Societe General Ghana PLC,23.8,0.37,24.17,31.15,2025-06-30,5.1,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,National Investment Bank Limited,23.8,6.47,30.27,31.28,2025-06-30,2.25,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,FBNBank (Ghana) Limited,23.8,2.76,26.56,32.5,2025-06-30,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,First National Bank (Ghana) Limited,23.8,6.0,29.8,32.64,2025-06-30,1.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Ecobank Ghana Limited,23.8,8.6,32.4,33.25,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Zenith Bank (Ghana) Limited,23.8,5.44,29.24,34.14,2025-06-30,5.0,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Universal Merchant Bank Limited,23.8,2.67,26.47,34.53,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Stanbic Bank Ghana Limited,23.8,6.19,29.99,35.17,2025-06-30,4.1,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Fidelity Bank Ghana Limited,23.8,-1.3,22.5,35.88,2025-06-30,3.68,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Agricultural Development Bank Limited,23.8,8.87,32.67,37.95,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Consolidated Bank Ghana Limited,23.8,7.49,31.29,38.1,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Prudential Bank Limited,23.8,4.0,27.8,42.24,2025-06-30,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,OmniBSIC Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Standard Chartered Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Republic Bank (Ghana) PLC,23.8,-4.0,19.8,21.43,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Guaranty Trust Bank (Ghana) Limited,23.8,-3.8,20.0,21.94,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Standard Chartered Bank (Ghana) Limited,23.8,-1.04,22.76,22.75,2025-06-30,2.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Fidelity Bank Ghana Limited,23.8,-3.7,20.1,23.73,2025-06-30,3.68,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,GCB Bank Limited,23.8,-0.9,22.9,24.17,2025-06-30,3.8,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Bank of Africa Ghana Limited,23.8,-4.8,19.0,24.48,2025-06-30,5.08,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Societe General Ghana PLC,23.8,-1.48,22.32,24.54,2025-06-30,4.86,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Absa Bank Ghana Limited,23.8,0.65,24.45,27.42,2025-06-30,2.64,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,FBNBank (Ghana) Limited,23.8,2.19,25.99,27.8,2025-06-30,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Access Bank Ghana Plc,23.8,4.27,28.07,28.08,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Agricultural Development Bank Limited,23.8,3.21,27.01,28.73,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Consolidated Bank Ghana Limited,23.8,4.07,27.87,29.8,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Prudential Bank Limited,23.8,5.97,29.77,32.34,2025-06-30,3.42,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Stanbic Bank Ghana Limited,23.8,6.72,30.52,32.68,2025-06-30,4.1,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Zenith Bank (Ghana) Limited,23.8,7.7,31.5,33.66,2025-06-30,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Ecobank Ghana Limited,23.8,9.49,33.29,33.67,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,National Investment Bank Limited,23.8,6.47,30.27,35.42,2025-06-30,2.85,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,First National Bank (Ghana) Limited,23.8,9.53,33.33,37.79,2025-06-30,4.9,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,United Bank for Africa (Ghana) Limited,23.8,13.16,36.96,38.89,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,Universal Merchant Bank Limited,23.8,13.2,37.0,39.27,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,First Atlantic Bank Limited,23.8,12.51,36.31,39.63,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,CalBank PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,3,OmniBSIC Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Republic Bank (Ghana) PLC,23.8,-4.0,19.8,20.7,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Guaranty Trust Bank (Ghana) Limited,23.8,-3.8,20.0,20.97,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Societe General Ghana PLC,23.8,-3.72,20.08,21.14,2025-06-30,4.04,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Standard Chartered Bank (Ghana) Limited,23.8,-2.02,21.78,21.76,2025-06-30,2.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Fidelity Bank Ghana Limited,23.8,-3.72,20.08,22.22,2025-06-30,5.68,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,GCB Bank Limited,23.8,-0.9,22.9,23.66,2025-06-30,3.8,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Bank of Africa Ghana Limited,23.8,-2.87,20.93,23.74,2025-06-30,5.08,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Access Bank Ghana Plc,23.8,3.17,26.97,26.98,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Absa Bank Ghana Limited,23.8,0.4,24.2,27.13,2025-06-30,2.67,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Zenith Bank (Ghana) Limited,23.8,3.87,27.67,29.01,2025-06-30,4.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Consolidated Bank Ghana Limited,23.8,4.2,28.0,29.05,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Agricultural Development Bank Limited,23.8,3.44,27.24,29.96,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,First National Bank (Ghana) Limited,23.8,4.0,27.8,30.18,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,National Investment Bank Limited,23.8,6.47,30.27,30.55,2025-06-30,3.75,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Prudential Bank Limited,23.8,6.2,30.0,31.25,2025-06-30,2.25,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Stanbic Bank Ghana Limited,23.8,7.0,30.8,31.67,2025-06-30,4.1,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,United Bank for Africa (Ghana) Limited,23.8,8.11,31.91,32.97,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Ecobank Ghana Limited,23.8,9.39,33.19,33.88,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,First Atlantic Bank Limited,23.8,12.72,36.52,38.53,2025-06-30,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,CalBank PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,FBNBank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,OmniBSIC Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,5,Universal Merchant Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Absa Bank Ghana Limited,23.8,-10.52,13.28,17.03,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Universal Merchant Bank Limited,23.8,-4.2,19.6,25.99,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,CalBank PLC,23.8,2.73,26.53,27.64,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Zenith Bank (Ghana) Limited,23.8,0.19,23.99,30.74,2025-06-30,5.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,First Atlantic Bank Limited,23.8,2.73,26.53,30.84,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,OmniBSIC Bank Ghana Limited,23.8,10.25,34.05,30.93,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Access Bank Ghana Plc,23.8,7.21,31.01,31.05,2025-06-30,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Societe General Ghana PLC,23.8,3.78,27.58,31.08,2025-06-30,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,GCB Bank Limited,23.8,7.1,30.9,31.9,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Republic Bank (Ghana) PLC,23.8,3.29,27.09,32.18,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Prudential Bank Limited,23.8,5.25,29.05,32.7,2025-06-30,1.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Bank of Africa Ghana Limited,23.8,0.84,24.64,32.95,2025-06-30,4.21,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Ecobank Ghana Limited,23.8,9.22,33.02,35.02,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,FBNBank (Ghana) Limited,23.8,7.5,31.3,35.5,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Stanbic Bank Ghana Limited,23.8,7.68,31.48,35.97,2025-06-30,3.55,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,United Bank for Africa (Ghana) Limited,23.8,9.85,33.65,37.0,2025-06-30,3.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,First National Bank (Ghana) Limited,23.8,8.58,32.38,37.65,2025-06-30,2.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Agricultural Development Bank Limited,23.8,10.19,33.99,39.26,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Fidelity Bank Ghana Limited,23.8,11.42,35.22,44.54,2025-06-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Consolidated Bank Ghana Limited,23.8,11.66,35.46,45.13,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Guaranty Trust Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,Standard Chartered Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,1,National Investment Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,United Bank for Africa (Ghana) Limited,23.8,8.44,32.24,33.24,2025-06-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Fidelity Bank Ghana Limited,23.8,8.0,31.8,34.44,2025-06-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Republic Bank (Ghana) PLC,23.8,3.29,27.09,28.63,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Bank of Africa Ghana Limited,23.8,3.32,27.12,30.96,2025-06-30,4.21,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Universal Merchant Bank Limited,23.8,6.2,30.0,31.09,2025-06-30,1.25,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,GCB Bank Limited,23.8,7.1,30.9,31.23,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Agricultural Development Bank Limited,23.8,5.92,29.72,31.43,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Prudential Bank Limited,23.8,6.2,30.0,31.8,2025-06-30,2.38,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Consolidated Bank Ghana Limited,23.8,5.16,28.96,32.44,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,FBNBank (Ghana) Limited,23.8,7.69,31.49,32.74,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Stanbic Bank Ghana Limited,23.8,8.19,31.99,33.16,2025-06-30,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Zenith Bank (Ghana) Limited,23.8,7.6,31.4,33.41,2025-06-30,3.25,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,First Atlantic Bank Limited,23.8,8.19,31.99,35.22,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Ecobank Ghana Limited,23.8,9.52,33.32,35.32,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Access Bank Ghana Plc,23.8,11.62,35.42,35.43,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Guaranty Trust Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,CalBank PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Standard Chartered Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,National Investment Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,First National Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Absa Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,OmniBSIC Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,3,Societe General Ghana PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,United Bank for Africa (Ghana) Limited,23.8,11.97,35.77,36.29,2025-06-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Fidelity Bank Ghana Limited,23.8,6.19,29.99,30.93,2025-06-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Bank of Africa Ghana Limited,23.8,-2.8,21.0,23.37,2025-06-30,4.21,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Republic Bank (Ghana) PLC,23.8,3.29,27.09,27.92,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,First Atlantic Bank Limited,23.8,5.19,28.99,30.05,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Access Bank Ghana Plc,23.8,7.57,31.37,31.38,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Zenith Bank (Ghana) Limited,23.8,7.51,31.31,32.67,2025-06-30,3.5,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Stanbic Bank Ghana Limited,23.8,10.1,33.9,34.66,2025-06-30,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Ecobank Ghana Limited,23.8,9.62,33.42,35.42,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Agricultural Development Bank Limited,23.8,18.16,41.96,45.92,2025-06-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Absa Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,CalBank PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Consolidated Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
